Make,Model,Year, price ,Engine Type,Horsepower,Torque,Fuel Economy,Body Style,Transmission,Drivetrain,Safety Ratings
Mitsubishi,Camry,2014, 223899 ,Hybrid,162,558,25.6,Coupe,Manual,AWD,3 stars
Ford,Altima,2010, 2056116 ,Hybrid,198,468,49.2,Hatchback,Automatic,FWD,4 stars
Toyota,CX-5,2017, 6695916 ,Diesel,517,254,32.8,Hatchback,Automatic,FWD,3 stars
Volkswagen,Clio,2015, 6711613 ,Electric,276,300,24.6,SUV,Automatic,FWD,3 stars
Porsche,XC90,2019, 2814098 ,Electric,488,590,42.7,Coupe,Automatic,FWD,3 stars
Renault,Elantra,2014, 4771351 ,Diesel,252,485,15.3,Coupe,CVT,RWD,5 stars
Mazda,A4,2016, 2132674 ,Diesel,514,544,48.1,Truck,Manual,AWD,4 stars
BMW,Camry,2016, 8270631 ,Petrol,125,131,17.2,Truck,Automatic,RWD,4 stars
Volkswagen,Camry,2021, 8888538 ,Petrol,533,236,33.3,Convertible,CVT,RWD,4 stars
Chevrolet,XF,2019, 3943229 ,Petrol,484,157,22.9,Truck,Manual,FWD,3 stars
Honda,Outback,2018, 7288412 ,Petrol,419,570,21.6,Sedan,Manual,AWD,4 stars
Mercedes-Benz,911,2015, 413778 ,Hybrid,550,367,21.6,Coupe,Automatic,AWD,4 stars
Volkswagen,Mustang,2023, 5640193 ,Diesel,434,105,20.8,Convertible,Automatic,AWD,3 stars
Ford,A4,2022, 2329855 ,Diesel,170,274,24.9,SUV,CVT,FWD,4 stars
Nissan,XF,2016, 166239 ,Petrol,458,404,43.2,Hatchback,CVT,RWD,5 stars
Porsche,911,2014, 221715 ,Electric,162,311,39.5,Convertible,Automatic,AWD,3 stars
Ford,XF,2022, 9182317 ,Electric,511,448,18.2,Coupe,Automatic,AWD,5 stars
Nissan,Golf,2022, 7542955 ,Diesel,178,266,29.3,Truck,CVT,RWD,4 stars
Nissan,Altima,2021, 6695286 ,Hybrid,185,431,28.4,Convertible,Manual,RWD,5 stars
Toyota,XC90,2022, 8705574 ,Hybrid,361,319,47.5,SUV,CVT,FWD,5 stars
Jeep,Outback,2019, 3695059 ,Hybrid,350,128,47.4,Coupe,Manual,FWD,4 stars
Tesla,Mustang,2016, 7133465 ,Petrol,332,405,49.9,Coupe,CVT,AWD,4 stars
Renault,C-Class,2017, 5417251 ,Hybrid,265,277,17.3,Coupe,Automatic,AWD,3 stars
Volkswagen,Eclipse,2017, 191923 ,Petrol,490,225,43,Coupe,Manual,RWD,5 stars
Chevrolet,Outback,2010, 6177214 ,Hybrid,382,501,40.2,Truck,CVT,RWD,5 stars
Mercedes-Benz,XC90,2019, 6926031 ,Electric,307,375,18.6,Truck,CVT,AWD,3 stars
BMW,Camaro,2010, 8229859 ,Petrol,316,349,18.1,Hatchback,Automatic,FWD,4 stars
Renault,Accord,2010, 4984621 ,Electric,151,501,33.5,Hatchback,Manual,FWD,3 stars
Tesla,X5,2014, 6213449 ,Petrol,235,336,17.3,Convertible,Manual,RWD,4 stars
Mitsubishi,Model 3,2019, 9563428 ,Petrol,257,123,41.7,Sedan,Automatic,FWD,3 stars
Mercedes-Benz,Camaro,2012, 3415153 ,Electric,334,583,25.3,Sedan,CVT,FWD,4 stars
Subaru,Golf,2016, 8214659 ,Electric,410,515,31.9,Hatchback,Manual,RWD,3 stars
Mitsubishi,XF,2019, 8171337 ,Hybrid,511,383,45.8,SUV,Manual,RWD,4 stars
Mercedes-Benz,Clio,2014, 1520902 ,Hybrid,154,213,18.4,Truck,Automatic,RWD,3 stars
Mazda,Accord,2017, 7379112 ,Petrol,536,475,41.5,SUV,Automatic,AWD,5 stars
Mitsubishi,Altima,2023, 2205375 ,Petrol,363,102,45.4,Hatchback,CVT,AWD,5 stars
Mercedes-Benz,Sportage,2016, 2405377 ,Electric,146,258,33.5,Hatchback,Automatic,RWD,5 stars
Porsche,Accord,2021, 6325797 ,Petrol,289,120,25.4,Hatchback,CVT,FWD,3 stars
Mercedes-Benz,Golf,2012, 4835122 ,Petrol,233,113,28,Sedan,CVT,FWD,5 stars
Porsche,C-Class,2022, 4584666 ,Diesel,241,170,25.3,Truck,Manual,AWD,3 stars
Toyota,C-Class,2017, 2085852 ,Petrol,453,475,18.8,Truck,Automatic,FWD,4 stars
Mazda,Model 3,2012, 443674 ,Hybrid,407,146,25.8,Convertible,Manual,FWD,4 stars
Mercedes-Benz,XC90,2011, 6228748 ,Electric,157,314,29.9,Truck,CVT,RWD,5 stars
Mercedes-Benz,CX-5,2013, 2480452 ,Petrol,394,156,47.7,SUV,Manual,FWD,5 stars
Chevrolet,911,2017, 1834366 ,Petrol,174,561,30.7,Truck,Manual,FWD,4 stars
Volkswagen,911,2014, 4348944 ,Electric,339,369,23.3,SUV,Automatic,FWD,5 stars
Volvo,Mustang,2017, 1954815 ,Electric,385,162,26.6,SUV,Automatic,RWD,4 stars
Subaru,Clio,2013, 3732638 ,Electric,530,238,40.2,SUV,CVT,AWD,5 stars
Tesla,Cherokee,2013, 9208427 ,Petrol,427,190,35.7,Hatchback,CVT,FWD,5 stars
Mazda,Sportage,2015, 7070347 ,Petrol,527,529,38.8,SUV,Automatic,AWD,5 stars
Toyota,Elantra,2018, 940932 ,Electric,118,499,17.4,Coupe,CVT,RWD,5 stars
Honda,Elantra,2023, 5629599 ,Petrol,125,197,23.2,SUV,CVT,AWD,5 stars
Volkswagen,Elantra,2017, 93238 ,Electric,539,371,44.2,Coupe,Manual,AWD,3 stars
Mazda,Model 3,2021, 4513625 ,Petrol,128,269,39.6,Convertible,Manual,AWD,5 stars
Mazda,Mustang,2011, 5495088 ,Hybrid,479,288,33.6,Hatchback,CVT,FWD,3 stars
Mercedes-Benz,A4,2018, 9101072 ,Diesel,271,158,46,SUV,Manual,RWD,5 stars
BMW,C-Class,2019, 9585177 ,Hybrid,284,239,25.2,Hatchback,Automatic,FWD,3 stars
Audi,A4,2015, 81671 ,Diesel,142,156,18.2,Hatchback,Automatic,RWD,4 stars
Jeep,Outback,2017, 8636853 ,Hybrid,287,452,15.5,Convertible,Manual,AWD,3 stars
Subaru,CX-5,2015, 3987986 ,Diesel,116,334,33.8,Hatchback,Manual,AWD,3 stars
Mitsubishi,Elantra,2023, 9444768 ,Diesel,373,482,23,SUV,CVT,AWD,3 stars
Volkswagen,Altima,2014, 8037598 ,Electric,441,179,43.8,Coupe,Automatic,FWD,4 stars
Honda,XC90,2015, 8787329 ,Electric,166,566,20.5,Sedan,Automatic,AWD,4 stars
Jaguar,Outback,2023, 6988088 ,Electric,339,440,35.2,SUV,Manual,AWD,5 stars
Mitsubishi,911,2023, 8214019 ,Diesel,101,321,21.2,Hatchback,CVT,FWD,5 stars
Mazda,Model 3,2022, 7842514 ,Petrol,285,388,16.8,SUV,Automatic,AWD,3 stars
Renault,Mustang,2023, 4364602 ,Diesel,446,475,45.8,Coupe,Automatic,RWD,5 stars
Honda,Camaro,2016, 9783671 ,Electric,413,563,46,SUV,Manual,RWD,4 stars
Volvo,Camaro,2012, 6226535 ,Electric,574,426,19.3,Coupe,CVT,FWD,4 stars
Kia,Golf,2010, 5644776 ,Electric,373,195,34.5,Hatchback,Manual,RWD,5 stars
Jeep,Cherokee,2019, 7251325 ,Diesel,199,236,44.1,Truck,CVT,AWD,5 stars
Porsche,Accord,2013, 2120293 ,Diesel,466,393,36,Convertible,Automatic,FWD,5 stars
Chevrolet,Altima,2016, 3322148 ,Electric,220,430,29.4,Hatchback,Automatic,AWD,3 stars
Honda,Cherokee,2015, 728923 ,Electric,463,286,30.4,Convertible,Manual,AWD,3 stars
Honda,Golf,2023, 4267702 ,Diesel,361,145,39,Convertible,Automatic,AWD,5 stars
Audi,Accord,2021, 8874175 ,Hybrid,203,264,38.3,SUV,CVT,RWD,3 stars
Ford,Sportage,2011, 9305923 ,Diesel,304,273,45.5,SUV,Automatic,AWD,5 stars
Nissan,Model 3,2018, 7791217 ,Diesel,238,235,39.7,Sedan,Automatic,AWD,5 stars
Volkswagen,Clio,2016, 6562038 ,Electric,278,369,24.6,Coupe,Automatic,AWD,3 stars
Mitsubishi,Eclipse,2021, 4466724 ,Electric,377,222,24.8,Convertible,Manual,AWD,4 stars
Mazda,Cherokee,2012, 8919564 ,Electric,146,300,40.6,SUV,Manual,AWD,4 stars
Jeep,Mustang,2012, 9837038 ,Diesel,498,573,41.2,SUV,Manual,FWD,5 stars
Subaru,Cherokee,2019, 5968389 ,Diesel,450,372,42.8,Hatchback,Automatic,FWD,3 stars
Volkswagen,A4,2013, 3494959 ,Diesel,422,572,33,Hatchback,CVT,AWD,4 stars
Ford,Cherokee,2023, 5814252 ,Electric,444,400,21.5,Sedan,CVT,FWD,3 stars
Ford,Model 3,2016, 2091408 ,Diesel,172,512,46.3,Truck,CVT,FWD,4 stars
Toyota,A4,2011, 4677304 ,Hybrid,145,377,49.4,Truck,CVT,RWD,5 stars
Chevrolet,911,2011, 8017372 ,Hybrid,570,261,45.4,Coupe,Manual,RWD,3 stars
Nissan,Eclipse,2013, 3111035 ,Petrol,280,327,18.5,Hatchback,Automatic,FWD,5 stars
Toyota,XF,2014, 1914199 ,Diesel,472,528,32.9,Convertible,Automatic,AWD,3 stars
Jaguar,911,2014, 6396792 ,Petrol,370,130,49.9,Truck,CVT,FWD,3 stars
Tesla,X5,2019, 1782553 ,Electric,599,323,45.7,Hatchback,CVT,AWD,3 stars
Kia,Camaro,2010, 3063699 ,Hybrid,243,149,39,SUV,CVT,RWD,4 stars
Subaru,Golf,2018, 1785528 ,Electric,105,413,44.9,Hatchback,CVT,FWD,5 stars
Porsche,911,2010, 2034477 ,Electric,113,283,20.8,Coupe,Manual,RWD,5 stars
Ford,Camry,2020, 2501473 ,Hybrid,564,440,30.5,SUV,CVT,FWD,3 stars
Renault,XC90,2021, 8679317 ,Hybrid,522,333,27.2,Coupe,Manual,AWD,4 stars
Subaru,XF,2015, 3286037 ,Hybrid,390,508,45.8,Truck,Manual,AWD,3 stars
BMW,Golf,2010, 4857456 ,Electric,484,410,28.5,Truck,Automatic,RWD,3 stars
Tesla,911,2023, 7080662 ,Hybrid,258,422,42.3,Truck,Automatic,AWD,4 stars
Nissan,Camry,2022, 9445169 ,Petrol,568,266,19.2,Convertible,Automatic,AWD,5 stars
Volvo,Accord,2017, 5422864 ,Petrol,220,162,44,Truck,Automatic,AWD,3 stars
Mercedes-Benz,Mustang,2018, 4496381 ,Petrol,208,489,26.1,Sedan,CVT,RWD,4 stars
Honda,Camry,2019, 1922668 ,Petrol,298,589,25.6,Convertible,CVT,RWD,5 stars
Renault,XF,2014, 1508608 ,Electric,212,286,32.8,Truck,CVT,AWD,4 stars
Subaru,Model 3,2015, 1517437 ,Petrol,221,464,43.7,Convertible,CVT,FWD,5 stars
Jeep,Model 3,2016, 97000 ,Electric,391,275,34.5,Convertible,CVT,FWD,3 stars
Mercedes-Benz,C-Class,2013, 8198894 ,Hybrid,312,146,35.9,Hatchback,Manual,RWD,3 stars
Nissan,A4,2021, 4934233 ,Petrol,128,175,21.1,SUV,CVT,RWD,3 stars
Volvo,Clio,2010, 4766712 ,Hybrid,516,142,16.6,SUV,Manual,FWD,5 stars
Audi,Outback,2020, 2078326 ,Petrol,336,211,39.1,Coupe,Automatic,FWD,5 stars
Audi,Camaro,2022, 6727454 ,Petrol,416,294,23,Sedan,Automatic,FWD,5 stars
Mitsubishi,Camry,2018, 5509584 ,Diesel,554,268,43.8,Hatchback,Manual,FWD,3 stars
BMW,Cherokee,2019, 2458784 ,Diesel,414,250,19.4,Hatchback,Automatic,AWD,4 stars
Mercedes-Benz,Sportage,2022, 596878 ,Hybrid,402,186,48.2,Coupe,Manual,FWD,5 stars
Kia,Cherokee,2019, 2842853 ,Hybrid,235,300,23,SUV,Manual,FWD,3 stars
Ford,Cherokee,2018, 7303974 ,Diesel,310,259,25.2,Hatchback,Automatic,FWD,5 stars
Jaguar,XC90,2013, 515261 ,Petrol,504,416,43.4,Convertible,Manual,FWD,5 stars
Ford,Camry,2017, 3307642 ,Hybrid,470,504,32,Coupe,Automatic,RWD,3 stars
Jeep,Camry,2022, 847846 ,Diesel,453,167,29.2,Hatchback,Manual,AWD,4 stars
Volvo,A4,2017, 775913 ,Hybrid,104,436,23.5,Hatchback,CVT,FWD,4 stars
Volkswagen,C-Class,2011, 6995648 ,Electric,286,339,20.8,Truck,CVT,RWD,4 stars
Nissan,C-Class,2018, 4208476 ,Diesel,303,130,19.8,SUV,Automatic,AWD,3 stars
Mercedes-Benz,CX-5,2023, 9528859 ,Diesel,559,124,43.7,Sedan,Manual,RWD,3 stars
Ford,XC90,2019, 6794464 ,Diesel,429,269,29.9,Convertible,Automatic,RWD,5 stars
Ford,X5,2016, 762688 ,Hybrid,161,205,16.9,Truck,Manual,FWD,4 stars
Renault,Elantra,2017, 7520503 ,Hybrid,491,496,45.3,Coupe,CVT,FWD,5 stars
Subaru,Sportage,2020, 9087221 ,Petrol,299,399,17.1,Convertible,Manual,FWD,4 stars
Honda,Sportage,2017, 7364156 ,Electric,352,558,35.1,Convertible,CVT,FWD,4 stars
Mazda,Mustang,2012, 4596939 ,Diesel,505,176,46.7,Convertible,Automatic,RWD,3 stars
Honda,CX-5,2018, 9142507 ,Petrol,193,160,30.4,Hatchback,Automatic,FWD,3 stars
Hyundai,Clio,2014, 3123239 ,Electric,190,562,41.9,Truck,Automatic,FWD,5 stars
Porsche,Golf,2020, 583399 ,Petrol,110,223,30,SUV,CVT,AWD,5 stars
BMW,Golf,2019, 6459814 ,Petrol,477,464,38.4,Truck,Automatic,FWD,4 stars
Mitsubishi,X5,2010, 3446675 ,Electric,314,153,34.2,Convertible,Manual,RWD,5 stars
Kia,Altima,2016, 8015514 ,Hybrid,597,275,21.4,Convertible,Manual,FWD,4 stars
Audi,Camaro,2020, 6891519 ,Diesel,198,399,34.1,Convertible,CVT,FWD,3 stars
Toyota,Camry,2010, 2514285 ,Electric,373,194,34,Convertible,Automatic,RWD,5 stars
Jeep,Cherokee,2017, 6669145 ,Hybrid,326,279,41.3,SUV,CVT,AWD,3 stars
Hyundai,Model 3,2012, 8314661 ,Petrol,149,411,36.9,Coupe,CVT,FWD,4 stars
Volvo,XF,2019, 4918267 ,Petrol,493,544,30.5,Hatchback,Manual,FWD,4 stars
Volkswagen,Cherokee,2020, 6363822 ,Electric,182,559,48.6,SUV,CVT,FWD,3 stars
Chevrolet,Accord,2014, 808635 ,Electric,561,332,36.5,Truck,CVT,RWD,5 stars
Jaguar,Golf,2011, 8711124 ,Petrol,278,417,36.7,Hatchback,Automatic,RWD,5 stars
Ford,CX-5,2016, 8163462 ,Diesel,488,116,45.7,Hatchback,CVT,RWD,3 stars
Tesla,Eclipse,2011, 6838115 ,Electric,364,560,35.8,Hatchback,Manual,FWD,4 stars
Volvo,Clio,2016, 6828743 ,Electric,419,375,24.7,Coupe,Automatic,FWD,3 stars
Honda,Cherokee,2016, 391533 ,Diesel,383,406,17.9,Coupe,CVT,FWD,3 stars
Chevrolet,A4,2021, 5099005 ,Diesel,232,552,39.2,Coupe,Automatic,FWD,4 stars
Hyundai,Sportage,2011, 1536266 ,Diesel,291,462,27.5,Sedan,Manual,AWD,4 stars
Honda,Clio,2010, 4420296 ,Electric,145,396,39.6,Convertible,Manual,AWD,3 stars
Jaguar,Clio,2010, 7911547 ,Petrol,416,523,26.5,Coupe,CVT,AWD,4 stars
Honda,911,2018, 3442216 ,Electric,189,477,17.4,Convertible,Automatic,FWD,4 stars
Volkswagen,Cherokee,2020, 2653107 ,Diesel,307,161,29.3,Hatchback,Manual,RWD,3 stars
Ford,Outback,2015, 7325345 ,Petrol,400,274,24.4,Convertible,CVT,RWD,4 stars
Mercedes-Benz,Accord,2019, 894101 ,Petrol,193,510,39.4,Truck,CVT,AWD,5 stars
Tesla,A4,2012, 7216827 ,Hybrid,451,543,40.8,Hatchback,Manual,FWD,3 stars
Hyundai,XF,2010, 9973416 ,Petrol,498,184,15.9,Truck,Manual,FWD,3 stars
Kia,X5,2023, 4511434 ,Petrol,428,215,44.7,Hatchback,Manual,FWD,4 stars
Nissan,CX-5,2023, 5116792 ,Hybrid,286,492,16.5,Hatchback,CVT,AWD,5 stars
Honda,C-Class,2015, 3026044 ,Diesel,454,305,44.6,Convertible,CVT,AWD,4 stars
Porsche,A4,2015, 9155716 ,Diesel,513,109,32.2,Truck,Automatic,RWD,4 stars
Volvo,XC90,2022, 152941 ,Electric,100,472,31.3,Truck,CVT,FWD,3 stars
Tesla,Sportage,2012, 7833717 ,Electric,569,342,50,Sedan,Manual,RWD,5 stars
Mercedes-Benz,Elantra,2010, 7497124 ,Hybrid,330,363,18.2,Truck,Manual,FWD,3 stars
Porsche,Golf,2017, 7609379 ,Hybrid,461,108,39.8,Truck,CVT,AWD,5 stars
Subaru,XF,2010, 3767375 ,Electric,475,193,16.4,Hatchback,Manual,AWD,5 stars
Volkswagen,Camaro,2019, 2101875 ,Electric,586,426,42.8,Coupe,CVT,RWD,4 stars
Volkswagen,Mustang,2018, 6405617 ,Hybrid,561,550,26.4,Convertible,Manual,AWD,3 stars
Audi,Outback,2013, 6354657 ,Diesel,470,159,39.8,Truck,CVT,AWD,5 stars
Jaguar,X5,2013, 6451282 ,Petrol,135,145,36.7,Convertible,Automatic,AWD,3 stars
BMW,Cherokee,2016, 5219779 ,Diesel,546,191,17.1,Truck,CVT,AWD,5 stars
Hyundai,Camry,2010, 8929633 ,Hybrid,595,380,32.9,Convertible,Manual,FWD,3 stars
Jeep,Model 3,2019, 9212491 ,Diesel,255,127,41.3,Hatchback,Manual,FWD,5 stars
Tesla,XC90,2021, 4409836 ,Hybrid,230,313,31.7,Convertible,Manual,AWD,5 stars
Audi,Mustang,2013, 4045823 ,Diesel,403,239,19.9,SUV,Automatic,RWD,5 stars
Tesla,Sportage,2015, 7701049 ,Diesel,144,455,39.2,Truck,CVT,FWD,3 stars
Mazda,Golf,2016, 6341483 ,Hybrid,135,416,19.4,Sedan,Automatic,AWD,3 stars
Subaru,C-Class,2013, 5392803 ,Petrol,245,121,43.9,Truck,Automatic,FWD,4 stars
Toyota,Outback,2012, 3545442 ,Hybrid,103,426,46.8,Coupe,Manual,AWD,4 stars
Ford,Eclipse,2012, 9687519 ,Petrol,559,357,42,Sedan,CVT,AWD,4 stars
Kia,XC90,2020, 1582402 ,Diesel,424,412,32.3,Hatchback,Manual,FWD,5 stars
Hyundai,Altima,2010, 3615583 ,Petrol,382,541,17.1,Sedan,CVT,RWD,4 stars
Hyundai,XF,2023, 6052636 ,Petrol,348,329,26.2,Truck,Manual,FWD,3 stars
Jeep,Camaro,2013, 4515033 ,Hybrid,271,359,27.1,Convertible,Manual,AWD,4 stars
Nissan,Mustang,2019, 3967942 ,Electric,390,579,19.9,Hatchback,Manual,RWD,4 stars
Ford,XC90,2017, 2306017 ,Hybrid,556,239,34.6,Truck,CVT,FWD,4 stars
Mitsubishi,911,2015, 6632996 ,Petrol,436,295,26.8,SUV,Automatic,AWD,4 stars
Tesla,Accord,2016, 8033551 ,Diesel,554,313,16.1,Convertible,Manual,RWD,3 stars
Honda,Clio,2011, 4336464 ,Petrol,150,574,46,Truck,CVT,AWD,4 stars
Tesla,Outback,2010, 5242337 ,Hybrid,551,127,32.7,Hatchback,CVT,FWD,3 stars
Subaru,Camry,2023, 4995977 ,Petrol,405,402,16.1,Sedan,CVT,RWD,4 stars
BMW,X5,2010, 720075 ,Petrol,465,206,33.5,Convertible,CVT,RWD,3 stars
Mazda,C-Class,2010, 4522413 ,Electric,479,486,29.8,Coupe,Automatic,AWD,5 stars
Mercedes-Benz,Camry,2013, 6812752 ,Hybrid,387,469,44.5,Hatchback,Manual,RWD,4 stars
Kia,Mustang,2017, 3813484 ,Diesel,376,512,47.9,Convertible,Automatic,FWD,3 stars
Mazda,Camry,2020, 3536202 ,Electric,563,424,38.6,Truck,CVT,FWD,4 stars
Ford,Clio,2015, 5500052 ,Petrol,469,521,18.7,Coupe,Manual,FWD,3 stars
Kia,Altima,2021, 4093051 ,Diesel,435,282,45.8,Truck,Manual,AWD,5 stars
Jaguar,911,2010, 9275755 ,Electric,220,403,39.7,Coupe,Automatic,FWD,3 stars
Chevrolet,Eclipse,2010, 7965952 ,Electric,488,366,44.1,Truck,Manual,AWD,3 stars
Jeep,CX-5,2015, 2232032 ,Hybrid,281,383,28.3,SUV,Automatic,RWD,5 stars
Chevrolet,911,2016, 2631923 ,Electric,436,335,37.8,Convertible,CVT,AWD,4 stars
Jaguar,A4,2018, 4735007 ,Hybrid,520,109,40.3,Convertible,CVT,RWD,5 stars
Volvo,Camry,2022, 412534 ,Diesel,166,312,15.2,SUV,Manual,AWD,5 stars
Renault,Camaro,2019, 3800467 ,Hybrid,596,155,41.9,Sedan,Manual,AWD,3 stars
Nissan,A4,2014, 1861325 ,Diesel,526,124,37.3,Hatchback,Manual,RWD,5 stars
Audi,A4,2013, 5639671 ,Hybrid,387,359,41.7,Sedan,Manual,FWD,5 stars
Mitsubishi,Model 3,2010, 7287258 ,Hybrid,580,177,35,Truck,Automatic,RWD,4 stars
Renault,C-Class,2010, 3906625 ,Diesel,304,174,28,SUV,Automatic,RWD,5 stars
Ford,C-Class,2014, 7315791 ,Diesel,205,312,37.8,SUV,CVT,RWD,4 stars
Kia,Mustang,2010, 3644566 ,Petrol,318,467,34.9,Coupe,Automatic,FWD,4 stars
Hyundai,C-Class,2019, 3265975 ,Electric,381,547,47.7,Sedan,Automatic,FWD,5 stars
Subaru,Cherokee,2014, 9396035 ,Electric,496,345,45.3,Convertible,Automatic,AWD,3 stars
Mercedes-Benz,XF,2019, 7950181 ,Hybrid,347,139,36,Truck,Automatic,FWD,3 stars
Porsche,Model 3,2022, 4798754 ,Diesel,558,492,38.1,Truck,Automatic,FWD,4 stars
Porsche,Altima,2010, 9845931 ,Diesel,436,182,46.9,Sedan,Manual,RWD,3 stars
Volkswagen,Elantra,2022, 4987297 ,Petrol,337,596,19.6,Sedan,CVT,RWD,5 stars
Jaguar,C-Class,2016, 4364526 ,Petrol,384,498,34.5,Coupe,Manual,RWD,5 stars
Mazda,Camaro,2014, 6989478 ,Petrol,220,213,28.7,Coupe,Automatic,AWD,3 stars
Porsche,Clio,2022, 9270347 ,Diesel,353,475,19.3,SUV,Automatic,FWD,3 stars
Tesla,A4,2021, 2381494 ,Petrol,540,164,40.1,Hatchback,CVT,AWD,4 stars
Kia,Camry,2015, 6625728 ,Petrol,299,242,37,Convertible,CVT,RWD,3 stars
Mercedes-Benz,XC90,2020, 2410819 ,Petrol,365,485,44.3,Sedan,CVT,AWD,4 stars
Jeep,Eclipse,2019, 1965892 ,Hybrid,398,170,29.1,Truck,CVT,AWD,4 stars
Volvo,Outback,2010, 5315964 ,Diesel,343,340,48,Coupe,CVT,FWD,5 stars
Tesla,Outback,2014, 8224444 ,Hybrid,404,531,42,Hatchback,Manual,AWD,3 stars
BMW,Mustang,2011, 8417222 ,Electric,519,269,26.6,Sedan,Automatic,FWD,5 stars
Toyota,Sportage,2011, 9628127 ,Diesel,477,380,34.3,Hatchback,Automatic,RWD,3 stars
Subaru,Clio,2022, 6597865 ,Electric,393,581,24.9,Convertible,CVT,RWD,4 stars
Mitsubishi,Clio,2023, 3358386 ,Diesel,168,321,29.5,Convertible,CVT,AWD,5 stars
Volkswagen,Golf,2018, 4623438 ,Diesel,458,598,43.5,Sedan,CVT,FWD,5 stars
Hyundai,A4,2019, 4246187 ,Hybrid,346,517,19.1,Coupe,Automatic,FWD,4 stars
Jaguar,Outback,2011, 5112359 ,Hybrid,544,320,32.7,Sedan,Automatic,FWD,3 stars
Volkswagen,Cherokee,2015, 8691267 ,Diesel,163,132,36.2,Coupe,CVT,RWD,5 stars
Ford,CX-5,2014, 8175296 ,Electric,377,244,27.7,SUV,CVT,RWD,4 stars
Jeep,XC90,2017, 1976708 ,Diesel,301,321,47.6,Sedan,Automatic,FWD,3 stars
Kia,Elantra,2014, 2774932 ,Diesel,236,162,41.3,Sedan,Manual,AWD,5 stars
Tesla,C-Class,2020, 6841293 ,Electric,354,311,28.1,Coupe,Manual,FWD,4 stars
Nissan,Camaro,2021, 4190602 ,Diesel,266,232,41.3,Coupe,Manual,AWD,4 stars
Ford,Accord,2022, 3780809 ,Hybrid,242,573,18.1,Coupe,Automatic,AWD,4 stars
Subaru,Model 3,2020, 3601143 ,Electric,476,569,22.8,SUV,CVT,FWD,4 stars
Volvo,C-Class,2023, 2786571 ,Petrol,336,319,44,Coupe,CVT,AWD,5 stars
Subaru,A4,2014, 2018866 ,Hybrid,321,267,37,Sedan,CVT,RWD,4 stars
Mazda,911,2022, 3288919 ,Petrol,464,576,29.3,Convertible,CVT,FWD,3 stars
Tesla,911,2010, 72942 ,Petrol,444,179,29.8,Coupe,CVT,AWD,4 stars
Jeep,Cherokee,2020, 6478252 ,Petrol,269,220,38.3,Sedan,Manual,RWD,3 stars
BMW,XF,2017, 3891333 ,Hybrid,360,538,32.1,Hatchback,Manual,RWD,5 stars
Porsche,Altima,2010, 4339535 ,Hybrid,297,454,19.3,Hatchback,Automatic,FWD,4 stars
Ford,Camaro,2019, 7707695 ,Electric,456,303,37.6,SUV,Manual,RWD,5 stars
Jeep,C-Class,2022, 658416 ,Diesel,221,165,47.5,Coupe,CVT,RWD,4 stars
Ford,Elantra,2016, 4320303 ,Diesel,417,569,42.6,Sedan,Manual,AWD,5 stars
Jaguar,Cherokee,2012, 369002 ,Petrol,434,364,20,Sedan,Automatic,AWD,5 stars
Honda,XF,2018, 874715 ,Diesel,408,542,48.7,Truck,Automatic,FWD,5 stars
Porsche,Elantra,2015, 3654607 ,Hybrid,510,364,49.7,Hatchback,Automatic,RWD,3 stars
Renault,X5,2021, 4176406 ,Diesel,459,363,30.3,Truck,Automatic,RWD,4 stars
Honda,X5,2016, 2642526 ,Petrol,440,346,44.6,Truck,CVT,FWD,5 stars
Subaru,XF,2011, 4379316 ,Electric,274,343,31.3,SUV,CVT,AWD,3 stars
Nissan,Elantra,2015, 9049769 ,Electric,438,357,37.8,Convertible,Automatic,FWD,3 stars
Renault,C-Class,2020, 6617294 ,Petrol,572,361,31.8,SUV,Manual,RWD,5 stars
Toyota,Accord,2012, 3737933 ,Hybrid,417,349,48.5,Hatchback,Manual,FWD,4 stars
Ford,Sportage,2018, 7774302 ,Diesel,170,591,41.6,Truck,Manual,FWD,4 stars
Kia,Eclipse,2017, 6088413 ,Electric,578,170,24.5,Convertible,CVT,RWD,5 stars
Tesla,XF,2022, 6313757 ,Diesel,516,333,18.3,Convertible,Automatic,RWD,5 stars
Volkswagen,Altima,2016, 7171083 ,Diesel,134,574,44.4,Sedan,Manual,RWD,5 stars
Renault,XF,2017, 3216989 ,Petrol,330,481,35.5,SUV,CVT,AWD,4 stars
Porsche,Clio,2015, 2533473 ,Hybrid,377,425,37.9,Hatchback,CVT,FWD,4 stars
Renault,Model 3,2015, 9349929 ,Electric,147,199,23.5,Sedan,CVT,AWD,5 stars
Subaru,Elantra,2019, 5140136 ,Diesel,154,512,29.4,Hatchback,Manual,RWD,5 stars
Renault,XC90,2021, 2335034 ,Hybrid,119,252,46.7,Truck,Manual,RWD,3 stars
Volkswagen,A4,2016, 4790749 ,Electric,155,583,46.2,Truck,Automatic,RWD,5 stars
Kia,Accord,2023, 7241061 ,Electric,517,387,23.5,Sedan,CVT,AWD,4 stars
Hyundai,Mustang,2021, 5876816 ,Diesel,441,341,39.4,Hatchback,Automatic,AWD,3 stars
Chevrolet,XC90,2022, 3006417 ,Petrol,196,436,27.9,Hatchback,Manual,FWD,4 stars
Nissan,Mustang,2023, 7030863 ,Petrol,178,510,31.4,Coupe,Automatic,FWD,5 stars
